Name,Email,Sent Messages (Baseline),Received Messages (Baseline),Recipients in Sent Messages (Baseline),Bcc Recipients in Sent Messages (Baseline),Cc Recipients in Sent Messages (Baseline),Read Later (in hours) (Baseline),Days between Received and Read (Baseline),Replies to Messages (Baseline),Characters in Outgoing Messages (Baseline),Messages Outside Working Hours (Baseline),Received/Sent Ratio (Baseline),Bytes Received and Sent Ratio (Baseline),Unanswered Questions (Baseline),Sent Messages (Comparison),Received Messages (Comparison),Recipients in Sent Messages (Comparison),Bcc Recipients in Sent Messages (Comparison),Cc Recipients in Sent Messages (Comparison),Read Later (in hours) (Comparison),Days between Received and Read (Comparison),Replies to Messages (Comparison),Characters in Outgoing Messages (Comparison),Messages Outside Working Hours (Comparison),Received/Sent Ratio (Comparison),Bytes Received and Sent Ratio (Comparison),Unanswered Questions (Comparison),Probability of Leaving
Lance Juarez,potterlauren@example.net,326,222,11,4,4,3,4,2,354,0,0.5305152029747018,0.9829745810132835,3,342,158,10,3,4,8,3,26,276,6,1.967066712753365,1.8232683052893113,0,1
Tracy Lester,johnsheather@example.com,349,237,1,2,0,0,1,15,259,1,1.5310121481048982,0.9986355607401805,4,322,192,8,3,3,3,6,12,167,6,1.093803061561749,0.6480660405135971,1,0
John Jones,josephwilson@example.org,212,212,6,1,3,7,1,19,299,5,1.0201408928563152,1.974376154785498,1,272,127,7,4,1,4,5,17,296,4,0.61126284066963,1.904221222274112,4,0
Andrea Nelson DDS,smithmonica@example.com,328,172,2,3,3,3,1,28,334,0,0.8418770579042099,0.7545580804148084,2,214,225,1,1,1,3,3,7,294,8,1.4903330548535643,0.8192433744396541,2,1
Terri Mann,johnmartinez@example.com,297,184,12,4,1,1,2,1,271,3,1.910805171687677,0.7012535266984671,4,334,170,8,0,1,8,3,6,212,3,1.6523063276470744,0.9605677778156502,1,0
Daniel Turner,heather82@example.com,283,287,1,1,0,2,1,23,285,9,1.5735559677678548,0.927009596551728,1,200,204,6,4,3,7,5,25,301,4,1.444749583594346,1.2425373079866173,4,0
Amanda Ayala,wturner@example.com,254,172,11,4,3,5,2,4,313,4,0.8810647687231716,1.7081191615572155,2,370,202,11,2,2,4,3,17,321,8,1.4913641587735669,1.0634048590965128,1,1
Kimberly Byrd,dmartin@example.org,260,241,14,0,3,8,6,10,267,3,0.5317378863441737,1.7875735439889497,3,311,244,2,3,0,4,6,24,279,7,1.205942984527276,1.9142059986971411,3,1
Gene Jefferson,nbarrera@example.com,237,209,1,3,4,8,2,5,303,5,1.3760062410546907,1.4837867604493777,3,337,196,13,1,2,0,3,8,223,4,1.9635180045120544,1.0727476260647149,3,1
Steven Turner,dwilliams@example.net,303,213,13,0,0,5,2,18,257,9,1.0735931782679862,1.6682536979889075,1,293,177,9,2,1,5,5,8,267,7,0.6199732311155077,1.9428694048032915,4,0
Emily Cruz,mccartyjessica@example.org,294,211,3,0,2,3,2,25,291,9,1.8381914061340854,1.8421076976591306,1,288,253,7,2,0,5,1,28,284,0,1.850492891824969,0.6018805739126458,2,0
Melissa Walker,shermanjodi@example.net,335,193,4,1,4,8,3,20,290,1,0.8136283424994142,1.1101154026185203,3,343,209,5,3,2,1,6,17,266,8,1.5608201311593735,1.34325049126685,0,0
Allison Johnston,vdavis@example.com,256,177,3,0,4,5,6,6,261,3,1.6738542740826172,0.9412352346112309,3,218,194,4,0,1,4,6,1,252,9,1.7287549578271788,0.5552472788410312,1,1
Matthew Moore,andrew41@example.com,302,247,4,0,1,1,5,12,306,5,1.237236179562251,1.9202903601061854,0,280,222,14,1,3,4,1,4,285,0,0.5896509411335353,1.2760322675677944,4,1
Bryan Smith,chanadam@example.com,362,227,11,4,2,1,3,9,325,4,1.6984867978646108,1.4165816542785434,0,227,180,9,4,4,9,4,6,289,6,1.290817768068432,1.367103746338401,4,1
Patrick Watts,hughesjustin@example.com,257,174,7,2,1,7,4,11,286,6,0.6943408961075006,1.3461306958902621,4,280,201,10,2,3,6,5,2,308,3,1.6136343475938433,1.778952334309666,0,1
Reginald Moore,frykayla@example.net,267,228,1,2,0,4,1,11,257,2,0.7861701692322494,1.1997871592098053,4,109,208,12,3,0,5,6,17,334,1,0.6256623050722326,1.6920921497178587,0,0
Anthony Taylor,matthewanderson@example.org,261,160,8,3,2,2,5,27,240,9,1.5309761333930074,1.437611971122944,0,276,215,4,1,4,0,1,15,291,1,0.6122887598030224,1.1575744183513998,4,0
Regina Brown,greed@example.org,349,201,5,2,1,0,4,27,315,7,0.7852198107524282,0.9458693557878046,0,236,263,8,2,2,1,6,24,316,5,0.5318228186492004,1.0991964923064672,4,0
Jacob Daniel,poolepatricia@example.net,292,171,7,0,4,1,1,8,372,6,1.0459096803114074,1.9520634219233413,2,324,206,10,2,4,3,6,23,315,0,0.7229648840394398,1.8815475920267688,3,1
Jordan Douglas,rodriguezvalerie@example.org,341,187,10,4,1,6,4,20,258,3,0.8407917819206938,1.693587268746588,4,295,232,1,3,3,8,5,3,338,0,0.701192995698153,1.1016624292629487,2,1
Charles Finley,brittany12@example.net,322,175,6,3,3,3,2,9,335,9,1.8150060247608428,0.8156831896552021,1,214,232,12,4,4,3,4,16,346,2,0.5064747839213348,1.4261310094234967,0,1
Kimberly Stanley,eturner@example.org,298,195,13,1,1,3,2,26,319,3,0.968723796563357,1.541922499344045,0,271,205,1,2,4,3,1,25,313,1,0.9639227778601536,0.849417715538885,4,1
Amy Taylor,elizabeth62@example.com,298,239,1,3,0,0,4,11,318,2,1.7277563522896444,1.3086023619234108,0,315,186,9,1,4,6,5,26,256,3,0.7667020920320202,0.7198170916621477,0,1
Mitchell Tran,jpatel@example.net,237,159,13,0,2,5,3,1,332,0,1.6306226405022552,1.1981363336104678,0,286,163,10,4,1,4,5,4,304,8,0.6535412888388044,0.6604769622772337,2,0
Robert Bennett,joanna87@example.net,348,176,6,2,4,0,4,6,309,5,1.0126601527619854,1.6819928892249303,3,366,180,11,4,4,1,2,27,303,2,1.4864527786515453,0.6290170621091558,4,0
Scott Craig,marie36@example.org,219,176,8,2,2,0,6,12,343,8,1.703042215726031,0.9100128044178759,3,285,238,9,0,3,4,3,23,313,7,0.5771778302148788,0.8196708827216685,4,1
Shirley Jones,mckinneymackenzie@example.com,312,245,11,1,4,0,1,29,349,4,0.9982960119171367,0.50181220029403,4,375,238,1,3,4,8,5,27,301,6,0.9009516645984734,0.5084283524847886,1,1
Jennifer Hester,whitemary@example.org,343,225,13,2,0,2,1,27,247,2,0.9817047609119851,0.6370755427257787,2,276,201,11,0,2,0,3,19,288,7,1.4083782010836767,1.8696336148055468,1,1
Caitlin Garrett,wheelerjared@example.com,310,234,8,0,2,2,6,18,326,9,1.4237906368377131,1.5528830845371298,4,356,151,12,3,4,5,5,25,290,9,1.4824608116785156,1.7128078621383613,3,1
Nancy Chang,ydavis@example.com,239,161,2,2,4,9,1,26,299,1,0.5225400641371957,0.6946286476247859,3,238,161,7,2,0,2,4,28,301,6,0.7764583523128002,1.4035573644753832,3,1
Matthew Lopez,aguilaranna@example.net,343,239,5,4,2,3,4,7,206,6,0.907920680841142,0.9425256778799955,2,311,161,11,1,3,2,1,4,244,1,0.6188045501621213,1.7161895216292666,0,1
Margaret Estrada,rknight@example.com,275,195,12,1,0,7,5,12,196,4,1.469320998676455,1.2947322730774604,0,300,164,11,3,3,7,5,20,261,1,1.3292655479766773,1.4698965538624926,1,0
Jill Miller,ayalaautumn@example.net,288,200,7,1,2,9,2,20,328,0,0.5866681192594866,1.0737223889925553,1,302,197,4,0,1,6,3,14,331,8,0.9570604447002098,1.8674139944469008,4,1
Benjamin Thomas,murphycarla@example.net,248,215,14,0,1,4,6,2,330,9,0.6992834560957892,0.9395360255183431,0,326,206,9,4,2,3,5,16,249,6,0.9631492457700936,0.5631359310654303,1,0
Lauren Robbins,stuartanderson@example.org,301,250,1,1,0,7,4,10,287,4,1.1597840144670106,1.2673311310409077,4,278,205,14,3,2,3,4,26,269,6,0.9525065587000556,1.0001228245523268,0,1
Anthony Thomas,chadrogers@example.net,280,185,3,3,4,5,3,11,286,8,1.4078905076845252,0.7966035581304318,0,383,149,5,1,1,7,1,1,275,8,0.8771447739059295,0.6261180223797158,1,0
Benjamin Clark,samuelmitchell@example.com,307,206,9,3,1,6,3,8,144,1,0.5073082173588594,0.5783273567833271,2,289,182,2,2,1,9,4,5,346,3,0.5401314555073453,1.2470568065449683,0,1
Nancy Terry,barryshari@example.com,241,177,2,1,1,8,1,15,303,7,1.929378901114202,0.9886927826953624,0,251,232,2,0,1,1,6,10,346,3,1.4207059183012671,0.973444144942595,1,0
Hector Russell,smithmichael@example.org,393,227,11,4,1,2,2,9,346,7,1.0912785608715498,1.8327858295768198,3,380,246,11,0,3,0,5,12,223,4,0.7012933401568785,1.820788589268621,1,0
Cynthia Carpenter,jlewis@example.org,303,215,8,1,4,1,1,6,339,8,0.6780701010160322,0.9165058828335437,3,221,222,14,0,1,0,6,20,300,5,1.37475693980738,0.5779554469434467,1,1
Ellen Barry,brittney61@example.com,305,238,9,0,4,7,6,20,383,6,0.9565615794527134,1.4226895155289454,4,267,200,10,0,4,2,1,23,309,1,0.515146495393519,0.9383635158554322,0,1
Antonio Baker,eric29@example.com,261,161,5,1,3,8,3,3,210,6,1.7423594390170902,1.7739297620736494,4,373,199,5,0,1,2,5,12,331,0,1.1951628794286047,0.6236224010472733,0,0
Nicholas Lopez,xsingleton@example.org,256,214,11,4,1,7,1,8,273,5,1.6511975329328856,1.8266818103946472,0,251,191,10,1,3,5,5,21,316,1,1.324544834882987,0.8268538894032449,2,1
Joseph Morales,bluna@example.net,319,192,5,2,4,9,2,7,338,6,1.7156801890640498,1.3843008223844222,4,282,217,9,2,1,0,3,29,240,3,1.8763493218342215,1.9128778046722448,2,0
Edwin Griffith,vmatthews@example.org,378,212,13,3,3,6,6,26,404,6,1.0443954702377152,1.4056371939566739,1,303,205,6,4,0,3,5,24,354,3,0.9130769285215667,1.4947157952885024,2,0
Stephen Mitchell,sullivanmegan@example.org,361,223,5,0,1,2,2,11,350,3,1.203369899042225,1.089304076218308,4,413,197,5,4,2,0,2,5,290,2,1.0254461838841091,1.8391890341918626,0,0
Virginia Johnson,charles76@example.net,318,188,10,1,0,9,1,10,350,0,1.8046173304337974,1.7160960146355635,1,437,172,8,3,2,7,6,2,235,8,1.1526184873779337,0.797052673213629,0,1
Elizabeth Barnes,michael67@example.net,269,224,13,1,1,9,2,11,296,3,0.7758353859626523,1.4941493760515705,4,330,165,2,3,3,2,4,7,254,2,1.341961246929638,0.6235802470548731,0,1
Matthew Arroyo,ltodd@example.org,330,162,1,0,2,3,6,17,286,6,0.8111515472867139,1.318212847562466,2,320,197,7,0,2,4,6,20,315,0,1.8729892032302629,0.5819722535246974,3,1
Nicole Cox,michael75@example.org,347,152,14,2,4,8,2,12,276,7,1.6100126997528241,0.6536089124236137,4,319,183,11,0,3,9,5,9,300,0,0.8726455543116198,1.8454314450887335,4,1
Sandra Oconnell,james37@example.org,270,223,8,3,0,3,5,7,261,0,1.3956143510827141,1.045004063454413,3,322,222,4,2,1,6,3,24,264,0,1.0991480263169213,1.9843474820158058,0,0
Samuel Hayes,rmartinez@example.net,278,282,14,0,4,2,4,4,292,6,1.9292052205769306,1.0102766227619522,4,199,152,6,1,4,4,4,26,233,8,1.026400557148365,1.21523380451473,3,1
Tasha Ward,ronnie66@example.org,241,185,3,3,1,5,6,1,253,1,0.6714226808179885,1.068033204366572,1,284,215,14,4,1,3,3,0,379,0,0.9764651743771363,1.55056716165422,0,0
Michael Lopez,jenniferbradshaw@example.com,249,227,2,2,3,9,4,19,283,1,1.7119801789851241,1.56046952201728,2,293,145,10,0,4,9,1,3,332,6,1.1851197520545904,1.2459867113816687,0,1
Daniel Johnson,thomasgreen@example.net,247,183,8,0,4,9,5,1,325,7,1.9645971665596509,1.4776359649492274,4,317,245,9,1,0,4,3,2,288,8,1.6461182788339737,1.0993301770233,2,0
Anthony Rodriguez,deborah69@example.org,305,222,13,0,2,0,3,21,270,7,1.0714586587924995,1.611247316190796,2,256,167,4,3,1,5,1,21,334,7,1.5809136736338236,1.9668611744090108,0,0
Brandon Watts,brownallison@example.net,395,147,8,3,3,7,2,18,347,4,1.2623028948182058,1.0646874762147351,1,257,183,10,1,4,3,3,11,312,2,1.8838447839823718,0.5475915442218567,0,1
Brent Harper,smccullough@example.com,326,195,7,0,0,3,4,23,272,5,1.5336921566033004,1.8977694812412307,4,248,216,13,0,3,6,5,7,339,6,1.7656357523089627,1.4369723268814831,4,1
Jeffery Wallace,karenmontoya@example.org,225,233,12,3,0,4,4,0,263,6,0.5497382725551216,1.585065494086939,3,208,157,8,4,1,5,2,10,282,1,1.2346219443586512,0.748080277319839,3,0
Stephanie Allen,hchristian@example.net,291,140,4,3,3,1,1,3,343,4,0.8899304253654563,0.6628772039571049,4,336,221,13,2,1,0,2,20,277,3,1.68254920365317,1.581131558637325,2,0
Jennifer Guzman,daniel66@example.net,349,147,6,3,1,8,5,7,273,6,1.7398954918094927,1.386866149660502,4,245,182,1,2,4,0,3,3,303,2,1.509550675434505,0.5496331406898118,1,1
Katherine Williams,matthewdavid@example.net,279,201,2,2,1,8,1,29,339,2,0.7278571994094623,1.8137506986431324,1,230,215,13,2,4,2,1,11,395,5,1.2384275760335375,0.8704980470469963,0,0
Brandy Barber,christopher77@example.com,370,198,7,0,3,6,1,21,334,9,1.8234383592583208,0.8723440999636849,2,275,199,7,1,1,0,4,25,310,2,1.2726033609864722,1.728453820470289,4,0
Jeffrey Rogers,lwilliams@example.com,329,210,5,0,1,1,4,23,302,3,1.6052335848242196,1.5827030489671705,1,299,213,2,2,2,7,5,28,319,1,1.4034378544433315,0.8290059891351051,1,1
Amber Barton,pwilliams@example.com,280,218,1,2,2,4,2,7,227,6,0.5949807005424721,1.9280937145671595,1,208,172,2,3,2,9,5,29,208,0,0.9494481744472836,0.5310061699670698,1,0
Donald King,holly46@example.net,331,201,9,3,3,6,4,15,226,9,1.8880426154844743,1.1159880326999227,3,260,231,11,4,2,7,1,17,216,2,1.2200400455353484,0.8570223949134932,3,1
Edward Santiago,mark65@example.net,276,247,8,3,0,4,2,23,317,9,1.5190844003053872,1.837581818993487,3,309,161,2,3,1,0,2,13,346,4,1.4441849639115765,0.7640185384424324,1,0
Connie Ramos,ctaylor@example.net,365,252,3,3,4,4,1,11,349,7,1.2982538077506398,0.8596092803591032,1,403,263,6,2,4,2,4,16,291,5,1.8971792269623504,1.1089794330519942,3,0
Trevor Boyd,xtorres@example.com,278,142,11,1,1,0,1,17,249,1,1.5176279516274045,0.910667951359453,2,314,198,5,4,2,3,3,19,257,6,0.7280280455924535,1.8504903147310232,1,1
Stephanie Wilkinson,castilloalan@example.org,280,201,4,1,4,8,6,28,361,9,0.6143669249068906,1.1655519716251574,1,360,150,4,4,3,8,5,8,136,0,0.6755437952345653,1.5685803236099933,1,1
Barry Smith,milleramanda@example.net,335,211,10,2,1,1,2,19,268,2,1.660270375456724,1.3833042560929036,1,279,215,9,3,0,3,5,12,282,2,0.7130160835979242,0.9667382249773946,1,1
Michael Roberts,hfoster@example.net,301,206,14,0,2,6,3,9,276,6,1.7625199696897127,1.3405518738588411,0,296,167,3,1,2,1,6,21,256,7,1.4592342768330298,1.9193995428380584,1,0
Sharon Nelson,brandi79@example.com,213,210,12,2,2,6,6,23,294,8,1.6816575836919063,0.8572223505739471,3,199,120,14,4,0,7,3,24,220,0,1.975389327978785,0.8774381269731727,3,0
Virginia Lopez,strongmichelle@example.net,250,164,11,1,3,9,4,29,262,3,0.966785715668151,1.4671907904381518,2,308,203,13,2,4,2,3,13,371,2,0.6453327142372751,1.0718037999938497,2,0
Tammy Williams,kirstenwillis@example.org,292,193,10,2,1,8,2,0,310,5,1.8872942769204855,1.128430306904323,4,288,219,7,3,4,1,6,6,308,7,1.8530286698571603,0.6753769361273088,4,0
Joshua Thomas,ithompson@example.net,286,183,5,2,4,5,6,15,297,0,1.9035011302875784,1.347495332180812,2,235,242,7,4,2,7,3,10,244,5,1.1286809437241352,1.5145054205540958,3,0
Jennifer Rice,padillatravis@example.net,304,159,13,4,3,6,5,24,304,1,1.1887699682976314,0.8442634679945868,2,357,186,4,1,0,7,2,22,295,7,0.58771081597189,1.68413419419046,2,1
Ashley Schaefer,aaron93@example.com,280,125,10,0,0,9,6,3,319,6,1.514336742504991,1.1422830385771219,0,282,184,13,2,4,9,4,3,274,6,1.9665635027932176,1.0917590623950657,2,1
Mark Jones,sheenastewart@example.org,268,184,9,0,1,1,4,29,284,8,1.5927804121864875,0.590933919598805,4,226,219,7,1,2,3,6,27,316,2,0.5498066747203872,1.3553718452061658,0,0
Christina Beasley,daryl30@example.net,361,197,8,1,2,4,2,26,340,2,1.4341003882245138,1.9429235925414363,4,373,179,7,1,4,8,2,7,242,3,1.970516654210528,1.8585283196805766,0,0
Jean Campbell,shannon98@example.net,337,193,4,2,2,4,6,0,322,1,0.7137210076765561,0.7365913190308457,3,321,157,13,1,3,8,1,0,284,9,1.2035495646715981,1.3767084161739045,2,1
Matthew Lucas,coreycollier@example.net,241,201,5,2,4,9,2,29,277,4,1.6447589568784988,0.5116258956206876,3,332,149,1,1,4,5,4,16,261,2,1.5457371210870408,0.6984637580871671,4,0
Shawn Ballard,heatherlozano@example.net,224,251,9,0,4,6,4,11,277,5,0.7584853860972105,1.3729634368472432,3,295,210,12,4,0,0,5,25,275,7,0.931567047171111,0.894244505266873,2,0
Anthony Stuart,rodriguezchristina@example.org,361,217,11,3,2,2,2,23,294,2,0.7383223278874742,0.7718995015219925,3,361,182,9,1,2,4,5,26,384,6,0.8252694651718891,0.732237976363699,0,1
Travis Esparza,wagnerricardo@example.org,288,230,14,1,3,1,3,17,349,0,0.5290229304637516,1.8684175978243158,0,413,195,6,1,3,0,2,25,251,7,1.4002524630062712,1.7895940737128062,2,0
Kelli Lee,pfields@example.net,332,197,9,3,2,1,3,27,291,1,0.7767577757542048,1.2619971619391257,2,291,207,7,2,0,4,1,29,342,1,1.5710391637137129,1.1601929773732507,4,1
Tracy Davis,schroedermelinda@example.org,373,214,5,3,3,3,6,16,358,3,0.858738333326318,1.9346920029224075,3,245,246,6,4,0,1,4,16,277,7,1.9224610075570845,1.8805700391933704,3,0
Jason Fernandez,brian03@example.org,247,153,10,0,2,6,3,20,267,3,1.8112452434630013,0.9770939402898094,2,333,192,6,3,3,7,6,26,289,9,1.3615275896689567,1.5033723219187167,1,0
Kenneth Rice,thomasdonald@example.net,240,233,12,4,2,7,2,5,325,0,0.6248325256747851,0.5262419802671039,2,382,175,7,3,3,2,5,28,289,2,1.0591305197703944,0.963753150864756,3,0
Edward Curtis,stephanie88@example.net,280,199,7,1,4,6,2,5,378,7,1.7540047736690922,1.0712617315526618,2,321,178,4,0,1,3,6,26,302,7,0.6749063630075871,0.9031468598531304,0,1
Samuel Ballard,ericsmith@example.com,355,224,6,3,4,8,5,13,288,0,0.9759374515539871,1.894642058960243,2,283,251,13,3,1,8,3,23,274,8,0.818919899101531,1.6945157219066949,2,1
Eduardo Frank,dhorne@example.org,296,174,5,1,4,9,5,13,237,3,1.3742164182461345,1.2285583400761622,2,247,207,8,0,4,3,4,23,257,2,0.5804276732730616,1.9361988484969475,4,0
Adam Chavez,richardboyd@example.net,257,233,10,0,2,0,1,5,234,5,1.3416176714246086,1.9248989142825623,4,280,196,5,0,1,1,1,23,274,3,1.8438778182209428,1.7709096554286399,0,1
Tyler Peterson DDS,sharon81@example.org,283,196,5,3,0,2,5,29,355,7,0.8811612967687033,1.7812414731013637,4,320,196,5,4,3,2,3,18,208,0,0.852780785629861,1.306085857226255,4,0
Lauren Allen,hmarsh@example.net,395,174,5,1,2,6,4,7,257,6,1.3089539882009906,0.9615342097734662,1,227,181,8,4,1,5,1,23,329,6,0.5854245741623973,1.5020608898360757,2,0
Sylvia Tran,brandon87@example.net,311,191,13,3,0,5,2,10,221,3,0.9434644988543456,1.0603021250000078,4,310,221,12,3,3,7,2,21,300,8,1.066265984735452,0.681079059476252,4,0
Jessica Randall,matthewblack@example.com,358,218,1,2,4,9,1,26,261,4,1.612789965318011,1.2264627845515237,2,343,174,4,2,2,2,4,27,293,8,1.7626789710643682,1.9701281453975157,2,0
William Barron,andrew15@example.net,363,192,11,3,3,2,2,9,291,0,1.6602807574329523,1.0249540875754621,2,189,184,10,4,2,9,4,28,255,7,0.5350695059646386,1.4344517152469476,4,0
Linda Bentley,greenetimothy@example.com,333,224,8,4,2,6,2,25,339,4,1.9042703000481627,1.6233320190662592,4,298,198,3,1,4,3,6,15,336,8,1.1082067724861495,1.4110507471495621,0,1
John Benitez,elizabeth10@example.com,291,179,3,2,1,2,1,10,290,9,0.5407051332667467,1.62952292152093,3,298,158,9,3,4,4,6,22,372,0,1.54953678058217,0.7992524460724264,1,1
Debbie Jones,jonesnicholas@example.org,253,164,1,2,4,6,6,5,317,5,1.617928438768935,1.5079351830861496,4,272,180,10,4,4,5,6,19,316,8,1.469536882689585,0.5882072209244902,2,0
Sara Weaver,coxmegan@example.com,349,232,1,2,3,0,6,29,283,8,1.7910711100485515,1.5148404248164864,3,347,224,13,3,1,2,6,11,347,6,1.2821681912254124,0.9209529799025755,1,1
Joseph Gonzalez,probinson@example.net,340,191,13,3,3,3,3,14,293,5,1.1471044282583722,0.5763497282712098,1,230,211,1,0,0,1,5,15,324,7,0.648116439919481,1.2865564499104982,1,1
Robert Wright,johnpalmer@example.com,275,209,8,1,3,4,2,17,295,1,1.516338326103111,1.193123631504731,3,375,215,2,3,2,4,3,0,237,4,0.7271693958332971,1.3361700829354768,3,0
Steven Curtis,josephdawson@example.com,291,196,12,3,2,1,6,24,273,2,1.9735029573514968,1.504185571250099,4,347,135,11,4,2,1,5,25,224,7,1.3566304123608082,0.7638220064193908,2,1
Lauren Shelton,karen12@example.org,339,169,4,2,3,2,2,5,339,9,1.7248961768784927,1.1710449816599844,3,316,263,7,1,1,8,5,21,385,6,0.8701713122146879,1.2234857187614798,3,0
Timothy Butler,manderson@example.com,288,154,2,0,4,6,4,27,266,3,1.3514549519124381,1.695436083956163,0,317,153,8,0,2,6,3,24,185,3,1.8284001465303872,1.6037201818214961,0,1
Madison Davis,rdawson@example.net,304,173,10,0,4,9,1,19,263,5,0.7930770064671293,0.9952062108881139,0,303,211,4,0,1,6,1,14,331,8,1.8235343818279588,1.418469669596775,2,0
Kelly Greene,ugomez@example.com,330,122,3,4,2,7,4,4,288,7,1.724458001031984,0.5742719178587152,2,343,191,12,2,1,4,3,17,253,8,1.7771823918737157,0.574121372586621,0,0
Ashley Evans,spencebryan@example.net,331,218,8,1,1,4,5,5,270,4,1.4124955716418648,0.8725702274689815,2,308,234,5,4,0,5,4,9,312,8,1.4088373485730823,1.2758553946813336,0,1
Tracy Lopez,stephensheather@example.com,275,197,1,3,2,9,5,24,323,0,1.0885506701991878,1.5253068494178106,2,338,186,4,4,3,9,6,0,338,3,0.5210200711053784,1.4135466540177195,3,1
Brett Peters,dennistanner@example.net,335,182,10,1,4,8,3,11,302,4,1.4823755390195261,0.7594632216819932,2,243,168,9,1,1,2,5,13,361,8,1.8699478956286655,1.7151429689145936,4,1
Andrea Erickson,leecurtis@example.org,360,191,1,2,2,4,5,26,288,6,0.5800673958514418,0.9691067030150663,1,320,177,11,1,0,5,1,5,333,3,1.2042968500503863,1.5994371958381168,1,0
Tammie Ballard,bdelgado@example.com,190,167,10,0,3,6,5,16,258,4,1.4650058078817745,1.879675720579716,4,306,205,12,2,1,9,6,24,384,8,1.338689561322019,0.5404812846011955,2,0
Brian Johnson,richard27@example.org,264,182,13,0,4,1,3,13,244,4,0.5933423828504593,1.6734408330176997,0,326,229,1,2,4,3,5,24,390,9,0.947661396005308,1.3299973340155917,0,0
Jennifer Jones,cynthia27@example.net,232,226,9,1,1,4,4,16,239,5,0.956986670128049,1.5190187442124448,0,315,216,2,3,1,4,2,12,378,6,1.0377435712162726,1.1307768604769453,2,1
Julie Rojas,webstertammy@example.com,281,186,3,4,1,4,3,7,330,8,1.2407990157204067,0.9711613108452717,1,387,182,6,0,3,1,1,23,332,0,1.2583928872158505,1.1923887287921526,1,0
Ashley Reed,iwilliams@example.net,251,233,11,0,2,9,6,4,347,2,1.32741572184145,1.5765527319076633,0,371,178,6,3,2,4,4,5,382,9,0.8041761768435844,1.5398753727669943,3,1
Pamela Harris,flynnjohn@example.com,248,172,12,1,4,9,1,14,260,2,0.569138522226189,1.2257552094554223,0,284,136,3,2,3,9,6,20,357,6,1.2555010779010791,1.1931455933545412,3,1
Mr. Ronald Saunders,janettaylor@example.com,395,148,11,1,4,0,3,25,319,1,0.8750684557687732,0.9417546928555873,4,326,198,10,4,1,0,4,18,266,3,1.2214018636216997,1.5603189718304247,0,1
Jessica Porter,maddoxeugene@example.com,287,280,4,4,3,9,5,26,271,1,1.825126577060133,0.6214334985334242,1,247,181,6,4,1,5,6,29,273,1,0.8269496484418397,1.649571127442615,0,0
Jacob Duncan,rthomas@example.net,271,223,9,0,0,4,4,14,258,1,1.1494409677671487,0.7584963689721962,1,288,200,7,3,2,6,6,13,261,9,0.569491137479649,1.9441443959278664,2,1
Kristin Morton,carrjeff@example.com,228,238,12,0,3,3,4,5,207,9,0.8534977182047067,1.5661054496196851,2,301,201,14,1,4,8,2,15,239,7,1.8841161694934119,1.5333717085334555,1,1
Cameron Barnes,christinepeterson@example.org,304,163,8,4,3,9,1,13,282,0,1.4394197051860254,1.9719795155205428,1,275,221,2,2,4,8,3,18,306,2,0.6568765812625901,0.6045096077407754,2,0
